Data from Reflection__19__09-30-53-785.txt Node

Date: Fri Mar 07 09:30:53 COT 2025
User: Unisinu
Spectrometer: SR401173
Trigger mode: 0
Integration Time (sec): 1,000000E-1
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 4
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
344,63	-211,11
344,852	-268,32
345,073	42,33
345,295	135,46
345,516	180,79
345,738	-1858,62
345,959	-184,65
346,18	-1253,85
346,402	1834,58
346,623	-624,04
346,844	-268,32
347,066	725,17
347,287	303,75
347,508	148,93
347,73	49,61
347,951	21,77
348,172	24,06
348,394	23,18
348,615	17,1
348,836	13,03
349,057	8,52
349,278	9,51
349,5	5,49
349,721	8,38
349,942	14,52
350,163	12,86
350,384	13,47
350,605	13,62
350,827	14,95
351,048	14,29
351,269	8,82
351,49	4,92
351,711	2,1
351,932	-2,19
352,153	0,92
352,374	-0,26
352,595	-0,99
352,816	-2,6
353,037	-1,27
353,258	2,44
353,479	5,71
353,7	4,76
353,92	4,5
354,141	-1,56
354,362	-5,4
354,583	-9,21
354,804	-9,88
355,025	-8,78
355,246	-9,96
355,466	-7,99
355,687	-2,65
355,908	-4,15
356,129	3,03
356,35	1,96
356,57	6,51
356,791	8,88
357,012	4,95
357,232	4,28
357,453	3,26
357,674	1,42
357,894	2,35
358,115	-0,83
358,336	2,03
358,556	1,64
358,777	0,39
358,997	5,72
359,218	9,13
359,439	10,25
359,659	10,82
359,88	10,75
360,1	9,67
360,321	11,08
360,541	10,46
360,762	9,64
360,982	8,47
361,203	4,42
361,423	3,51
361,643	3,17
361,864	3,68
362,084	5,71
362,304	4,1
362,525	3,57
362,745	4,26
362,966	3,59
363,186	7,18
363,406	6,29
363,626	7,13
363,847	7,6
364,067	6,96
364,287	7,27
364,507	7,26
364,728	7,54
364,948	7,16
365,168	6,29
365,388	6,77
365,608	5,83
365,828	6,88
366,049	7,33
366,269	7,32
366,489	6,94
366,709	7,12
366,929	7,5
367,149	6,84
367,369	7,81
367,589	7,67
367,809	6,63
368,029	6,69
368,249	5,9
368,469	5,27
368,689	4,84
368,909	5,46
369,129	4,95
369,349	3,95
369,569	3,25
369,789	3,22
370,009	2,26
370,228	3,03
370,448	3,78
370,668	3,66
370,888	2,29
371,108	3,07
371,327	2,53
371,547	3,45
371,767	2,92
371,987	2,39
372,206	0,94
372,426	1,63
372,646	0,76
372,866	1,03
373,085	-0,12
373,305	0,72
373,525	1,1
373,744	1,92
373,964	2
374,183	3,47
374,403	3,94
374,623	4,43
374,842	4,5
375,062	4,48
375,281	3,36
375,501	3,05
375,72	2,94
375,94	3,2
376,159	2,96
376,379	2,16
376,598	1,84
376,818	2,07
377,037	1,66
377,256	2,11
377,476	2,55
377,695	2,86
377,914	3,14
378,134	2,27
378,353	2,58
378,572	2,71
378,792	2,56
379,011	3,19
379,23	3,13
379,45	2,36
379,669	2,38
379,888	1,93
380,107	2,54
380,327	2,21
380,546	2,52
380,765	2,2
380,984	2,26
381,203	2
381,422	2,29
381,641	1,62
381,861	2,07
382,08	1,71
382,299	1,84
382,518	1,57
382,737	1,7
382,956	1,25
383,175	1,33
383,394	1,42
383,613	1,45
383,832	1,8
384,051	2,11
384,27	2,18
384,489	2,35
384,708	2,32
384,927	2,42
385,145	2,47
385,364	2,03
385,583	1,87
385,802	1,64
386,021	2,17
386,24	2,23
386,458	2,28
386,677	1,97
386,896	1,98
387,115	1,86
387,334	1,84
387,552	1,95
387,771	1,8
387,99	1,48
388,208	1,37
388,427	1,2
388,646	1,5
388,864	1,61
389,083	1,72
389,302	2,04
389,52	1,9
389,739	1,81
389,957	1,66
390,176	1,65
390,394	1,91
390,613	1,74
390,832	2,04
391,05	2,22
391,269	2,09
391,487	2,25
391,705	2,47
391,924	2,88
392,142	2,61
392,361	2,17
392,579	2,1
392,798	1,78
393,016	1,7
393,234	1,7
393,453	1,91
393,671	1,89
393,889	1,8
394,108	2,16
394,326	2,18
394,544	2,56
394,762	2,86
394,981	2,78
395,199	2,33
395,417	2,03
395,635	1,96
395,854	1,85
396,072	1,76
396,29	1,48
396,508	1,41
396,726	1,29
396,944	1,33
397,162	1,57
397,38	1,52
397,598	1,5
397,817	1,64
398,035	1,53
398,253	1,8
398,471	1,64
398,689	1,56
398,907	1,63
399,125	1,55
399,343	1,6
399,561	1,69
399,778	1,58
399,996	1,6
400,214	1,6
400,432	1,75
400,65	1,65
400,868	1,55
401,086	1,58
401,304	1,61
401,521	1,51
401,739	1,47
401,957	1,53
402,175	1,42
402,392	1,3
402,61	1,5
402,828	1,47
403,046	1,53
403,263	1,38
403,481	1,42
403,699	1,46
403,916	1,34
404,134	1,45
404,352	1,44
404,569	1,43
404,787	1,47
405,004	1,41
405,222	1,56
405,44	1,57
405,657	1,51
405,875	1,62
406,092	1,5
406,31	1,53
406,527	1,54
406,745	1,51
406,962	1,48
407,18	1,38
407,397	1,44
407,614	1,4
407,832	1,4
408,049	1,39
408,267	1,43
408,484	1,4
408,701	1,49
408,919	1,43
409,136	1,48
409,353	1,37
409,57	1,44
409,788	1,57
410,005	1,67
410,222	1,52
410,439	1,56
410,657	1,53
410,874	1,54
411,091	1,51
411,308	1,55
411,525	1,53
411,742	1,4
411,96	1,33
412,177	1,33
412,394	1,29
412,611	1,22
412,828	1,37
413,045	1,39
413,262	1,34
413,479	1,3
413,696	1,24
413,913	1,2
414,13	1,29
414,347	1,28
414,564	1,31
414,781	1,17
414,998	1,13
415,215	1,15
415,432	1,16
415,648	1,2
